Constituent ID,Current Joined On Date,Current All Renewed On Dates,History All Renewed On Dates,Current Expires On,History Expires On,Current Category,History Membership Category
25635,2/5/2014,2/19/2019,2/28/2017,2/29/2020,2/28/2018,Elemental,Enhanced
29591,3/21/2017,5/19/2019,5/19/2019,5/31/2020,5/31/2020,Enhanced,Enhanced
29591,3/21/2017,5/19/2019,,5/31/2020,3/31/2018,Enhanced,Family
20193,8/13/2008,8/30/2018,7/21/2011,8/31/2019,7/31/2012,Family,Family
20193,8/13/2008,8/30/2018,8/11/2012,8/31/2019,8/31/2013,Family,Family
20193,8/13/2008,8/30/2018,8/20/2013,8/31/2019,8/31/2014,Family,Family
20193,8/13/2008,8/30/2018,2/22/2015,8/31/2019,2/29/2016,Family,Family
20193,8/13/2008,8/30/2018,8/30/2018,8/31/2019,8/31/2019,Family,Family
20193,8/13/2008,8/30/2018,,8/31/2019,8/31/2009,Family,Family
20193,8/13/2008,8/30/2018,6/23/2017,8/31/2019,7/31/2018,Family,Family
32419,2/17/2019,,,2/29/2020,2/29/2020,Family,Family
27805,1/15/2016,4/24/2019,,4/30/2020,1/31/2017,Family,Family
27805,1/15/2016,4/24/2019,4/24/2019,4/30/2020,4/30/2020,Family,Family
27805,1/15/2016,4/24/2019,3/2/2017,4/30/2020,3/31/2018,Family,Family
27805,1/15/2016,4/24/2019,4/11/2018,4/30/2020,4/30/2019,Family,Family
28841,11/23/2016,12/5/2018,,12/31/2019,11/30/2017,Family,Family
28841,11/23/2016,12/5/2018,12/6/2017,12/31/2019,12/31/2018,Family,Family
28841,11/23/2016,12/5/2018,12/5/2018,12/31/2019,12/31/2019,Family,Family
29491,3/5/2017,4/6/2019,4/6/2019,4/30/2020,4/30/2020,Family,Family
29491,3/5/2017,4/6/2019,,4/30/2020,3/31/2018,Family,Family
32615,3/26/2019,,,3/31/2020,3/31/2020,Family,Family
22739,4/28/2011,12/18/2018,,12/31/2019,4/30/2012,Enhanced,Family
22739,4/28/2011,12/18/2018,12/18/2018,12/31/2019,12/31/2019,Enhanced,Enhanced
32522,3/9/2019,,,3/31/2020,3/31/2020,Family,Family
32598,3/23/2019,,,3/31/2020,3/31/2020,Family,Family
29173,1/17/2017,12/16/2019,12/9/2017,1/31/2021,1/31/2019,Family,Family
29173,1/17/2017,12/16/2019,12/10/2018,1/31/2021,1/31/2020,Family,Family
27641,12/15/2015,12/16/2017,11/26/2016,12/31/2018,12/31/2017,Enhanced,Family
27641,12/15/2015,12/16/2017,12/16/2017,12/31/2018,12/31/2018,Enhanced,Enhanced
27641,12/15/2015,12/16/2017,,12/31/2018,12/31/2016,Enhanced,Family
26939,3/20/2015,6/5/2018,3/9/2016,7/31/2019,3/31/2017,Family,Family
26939,3/20/2015,6/5/2018,6/5/2018,7/31/2019,7/31/2019,Family,Family
26939,3/20/2015,6/5/2018,,7/31/2019,3/31/2016,Family,Family
26939,3/20/2015,6/5/2018,4/5/2017,7/31/2019,4/30/2018,Family,Family
26475,12/7/2014,7/5/2019,,7/31/2020,12/31/2015,Family,Family
26475,12/7/2014,7/5/2019,1/19/2016,7/31/2020,1/31/2017,Family,Family
26475,12/7/2014,7/5/2019,2/21/2017,7/31/2020,2/28/2018,Family,Family
26475,12/7/2014,7/5/2019,4/13/2018,7/31/2020,4/30/2019,Family,Family
26475,12/7/2014,7/5/2019,7/5/2019,7/31/2020,7/31/2020,Family,Family
26798,2/16/2015,7/30/2018,3/12/2016,9/30/2019,3/31/2017,Family,Family
26798,2/16/2015,7/30/2018,,9/30/2019,2/29/2016,Family,Family
26798,2/16/2015,7/30/2018,7/2/2017,9/30/2019,8/31/2018,Family,Family
26798,2/16/2015,7/30/2018,7/30/2018,9/30/2019,9/30/2019,Family,Family
32134,12/21/2018,,,12/31/2019,12/31/2019,Elemental,Elemental
29825,4/30/2017,10/6/2018,,10/31/2019,4/30/2018,Family,Family
29825,4/30/2017,10/6/2018,10/6/2018,10/31/2019,10/31/2019,Family,Family
24712,3/20/2013,2/1/2019,12/17/2013,2/29/2020,3/31/2015,Family,Family
24712,3/20/2013,2/1/2019,,2/29/2020,3/31/2014,Family,Family
24712,3/20/2013,2/1/2019,2/1/2019,2/29/2020,2/29/2020,Family,Family
24712,3/20/2013,2/1/2019,12/26/2015,2/29/2020,12/31/2016,Family,Family
24712,3/20/2013,2/1/2019,1/6/2017,2/29/2020,1/31/2018,Family,Family
24712,3/20/2013,2/1/2019,12/23/2017,2/29/2020,1/31/2019,Family,Family
16485,10/11/2001,5/30/2018,1/29/2015,5/31/2019,1/31/2016,Enhanced,Family
16485,10/11/2001,5/30/2018,,5/31/2019,10/31/2002,Enhanced,Family
16485,10/11/2001,5/30/2018,11/21/2002,5/31/2019,12/31/2003,Enhanced,Family
16485,10/11/2001,5/30/2018,1/12/2017,5/31/2019,1/31/2018,Enhanced,Family
16485,10/11/2001,5/30/2018,5/30/2018,5/31/2019,5/31/2019,Enhanced,Enhanced
26310,10/17/2014,10/17/2018,10/7/2015,10/31/2019,10/31/2016,Family,Family
26310,10/17/2014,10/17/2018,10/27/2017,10/31/2019,10/31/2018,Family,Family
26310,10/17/2014,10/17/2018,,10/31/2019,10/31/2015,Family,Family
26310,10/17/2014,10/17/2018,10/2/2016,10/31/2019,10/31/2017,Family,Family
26310,10/17/2014,10/17/2018,10/17/2018,10/31/2019,10/31/2019,Family,Family
31055,3/13/2018,,,3/31/2019,3/31/2019,Family,Family
32664,4/3/2019,,,4/30/2020,4/30/2020,Enhanced,Enhanced
26017,5/21/2014,3/25/2018,,3/31/2019,5/31/2015,Family,Family
26017,5/21/2014,3/25/2018,3/25/2018,3/31/2019,3/31/2019,Family,Family
31711,9/12/2018,,,9/30/2019,9/30/2019,Elemental,Elemental
32307,1/18/2019,,,1/31/2020,1/31/2020,Elemental,Elemental
31989,12/6/2018,,,12/31/2019,12/31/2019,Enhanced,Enhanced
32081,12/19/2018,,,12/31/2019,12/31/2019,Family,Family
32916,7/19/2019,,,7/31/2020,7/31/2020,Family,Family
25468,12/14/2013,1/31/2019,,1/31/2020,12/31/2014,Family,Family
25468,12/14/2013,1/31/2019,11/27/2015,1/31/2020,11/30/2016,Family,Family
25468,12/14/2013,1/31/2019,1/31/2019,1/31/2020,1/31/2020,Family,Family
25468,12/14/2013,1/31/2019,1/12/2017,1/31/2020,1/31/2018,Family,Family
25468,12/14/2013,1/31/2019,12/22/2017,1/31/2020,1/31/2019,Family,Family
21873,7/31/2010,1/15/2019,8/24/2011,1/31/2020,8/31/2012,Family,Family-Plus
21873,7/31/2010,1/15/2019,4/2/2014,1/31/2020,4/30/2015,Family,Family
21873,7/31/2010,1/15/2019,,1/31/2020,7/31/2011,Family,Family-Plus
21873,7/31/2010,1/15/2019,1/15/2019,1/31/2020,1/31/2020,Family,Family
21873,7/31/2010,1/15/2019,1/5/2018,1/31/2020,1/31/2019,Family,Family
30993,3/3/2018,,,3/31/2019,3/31/2019,Family,Family
29784,4/21/2017,4/19/2019,,4/30/2020,4/30/2018,Family,Family
29784,4/21/2017,4/19/2019,4/19/2019,4/30/2020,4/30/2020,Family,Family
29784,4/21/2017,4/19/2019,4/24/2018,4/30/2020,4/30/2019,Family,Family
30512,12/13/2017,,,12/31/2018,12/31/2018,Family,Family
30733,1/10/2018,,,1/31/2019,1/31/2019,Enhanced,Enhanced
21153,8/13/2009,12/30/2018,8/11/2011,12/31/2019,8/31/2012,Family,Family
21153,8/13/2009,12/30/2018,8/25/2012,12/31/2019,8/31/2013,Family,Family
21153,8/13/2009,12/30/2018,10/4/2013,12/31/2019,10/31/2014,Family,Family
21153,8/13/2009,12/30/2018,11/27/2016,12/31/2019,11/30/2017,Family,Family
21153,8/13/2009,12/30/2018,,12/31/2019,8/31/2010,Family,Family
21153,8/13/2009,12/30/2018,8/27/2010,12/31/2019,8/31/2011,Family,Family
21153,8/13/2009,12/30/2018,11/10/2017,12/31/2019,11/30/2018,Family,Elemental
21153,8/13/2009,12/30/2018,12/30/2018,12/31/2019,12/31/2019,Family,Family
21153,8/13/2009,12/30/2018,10/30/2015,12/31/2019,10/31/2016,Family,Family
25695,2/21/2014,11/19/2017,,11/30/2018,2/28/2015,Family,Family
25695,2/21/2014,11/19/2017,11/19/2017,11/30/2018,11/30/2018,Family,Family
30746,1/13/2018,1/30/2019,,1/31/2020,1/31/2019,Enhanced,Family
30746,1/13/2018,1/30/2019,1/30/2019,1/31/2020,1/31/2020,Enhanced,Enhanced
31950,12/2/2018,,,12/31/2019,12/31/2019,Family,Family
25264,10/5/2013,11/2/2018,,11/30/2019,10/31/2014,Enhanced,Family
25264,10/5/2013,11/2/2018,1/24/2015,11/30/2019,2/29/2016,Enhanced,Family
25264,10/5/2013,11/2/2018,3/25/2016,11/30/2019,3/31/2017,Enhanced,Family
25264,10/5/2013,11/2/2018,10/24/2017,11/30/2019,10/31/2018,Enhanced,Enhanced
25264,10/5/2013,11/2/2018,11/2/2018,11/30/2019,11/30/2019,Enhanced,Enhanced
28043,2/19/2016,3/6/2019,3/6/2019,3/31/2020,3/31/2020,Family,Family
28043,2/19/2016,3/6/2019,,3/31/2020,2/28/2017,Family,Family
28043,2/19/2016,3/6/2019,3/16/2017,3/31/2020,3/31/2018,Family,Family
28043,2/19/2016,3/6/2019,2/28/2018,3/31/2020,3/31/2019,Family,Family
27231,6/20/2015,3/3/2019,,3/31/2020,6/30/2016,Family,Family
27231,6/20/2015,3/3/2019,3/3/2019,3/31/2020,3/31/2020,Family,Family
27231,6/20/2015,3/3/2019,7/23/2016,3/31/2020,7/31/2017,Family,Family
27231,6/20/2015,3/3/2019,2/17/2018,3/31/2020,2/28/2019,Family,Family
32423,2/16/2019,,,2/29/2020,2/29/2020,Family,Family
31104,3/24/2018,,,3/31/2019,3/31/2019,Family,Family
28576,8/27/2016,10/14/2018,,10/31/2019,8/31/2017,Family,Family
28576,8/27/2016,10/14/2018,8/24/2017,10/31/2019,9/30/2018,Family,Family
28576,8/27/2016,10/14/2018,10/14/2018,10/31/2019,10/31/2019,Family,Family
31935,11/25/2018,,,11/30/2019,11/30/2019,Family,Family
19952,5/21/2008,7/17/2019,10/1/2013,7/31/2020,10/31/2014,Family,Family
19952,5/21/2008,7/17/2019,4/29/2017,7/31/2020,4/30/2018,Family,Family
19952,5/21/2008,7/17/2019,6/5/2012,7/31/2020,6/30/2013,Family,Family
19952,5/21/2008,7/17/2019,,7/31/2020,5/31/2009,Family,Family
19952,5/21/2008,7/17/2019,1/14/2015,7/31/2020,2/29/2016,Family,Family
19952,5/21/2008,7/17/2019,2/20/2016,7/31/2020,2/28/2017,Family,Enhanced
19952,5/21/2008,7/17/2019,7/17/2019,7/31/2020,7/31/2020,Family,Family
32562,3/16/2019,,,3/31/2020,3/31/2020,Family,Family
22956,7/27/2011,5/7/2019,,5/31/2020,7/31/2012,Family,Family
22956,7/27/2011,5/7/2019,8/19/2012,5/31/2020,8/31/2013,Family,Family
22956,7/27/2011,5/7/2019,8/20/2013,5/31/2020,8/31/2014,Family,Family
22956,7/27/2011,5/7/2019,11/1/2014,5/31/2020,11/30/2015,Family,Family
22956,7/27/2011,5/7/2019,12/30/2015,5/31/2020,12/31/2016,Family,Family
22956,7/27/2011,5/7/2019,5/7/2019,5/31/2020,5/31/2020,Family,Family
22956,7/27/2011,5/7/2019,1/28/2017,5/31/2020,1/31/2018,Family,Family
22956,7/27/2011,5/7/2019,4/21/2018,5/31/2020,4/30/2019,Family,Family
32556,3/15/2019,,,3/31/2020,3/31/2020,Family,Family
27610,12/5/2015,5/13/2019,,6/30/2020,12/31/2016,Family,Family
27610,12/5/2015,5/13/2019,5/13/2019,6/30/2020,6/30/2020,Family,Family
27610,12/5/2015,5/13/2019,2/25/2017,6/30/2020,2/28/2018,Family,Family
27610,12/5/2015,5/13/2019,5/20/2018,6/30/2020,5/31/2019,Family,Family
27662,12/20/2015,8/16/2018,,8/31/2019,12/31/2016,Elemental,Family
27662,12/20/2015,8/16/2018,12/15/2016,8/31/2019,12/31/2017,Elemental,Family
27662,12/20/2015,8/16/2018,8/16/2018,8/31/2019,8/31/2019,Elemental,Elemental
28510,7/30/2016,6/23/2018,6/23/2018,7/31/2019,7/31/2019,Family,Family
28510,7/30/2016,6/23/2018,,7/31/2019,7/31/2017,Family,Family
26457,12/4/2014,4/1/2019,1/5/2016,4/30/2020,1/31/2017,Family,Family
26457,12/4/2014,4/1/2019,9/14/2017,4/30/2020,9/30/2018,Family,Family
26457,12/4/2014,4/1/2019,4/1/2019,4/30/2020,4/30/2020,Family,Family
26457,12/4/2014,4/1/2019,,4/30/2020,12/31/2015,Family,Family
26027,5/29/2014,9/28/2018,,9/30/2019,5/31/2015,Family,Family
26027,5/29/2014,9/28/2018,5/18/2015,9/30/2019,6/30/2016,Family,Family
26027,5/29/2014,9/28/2018,7/5/2016,9/30/2019,7/31/2017,Family,Family
26027,5/29/2014,9/28/2018,9/12/2017,9/30/2019,9/30/2018,Family,Family
26027,5/29/2014,9/28/2018,9/28/2018,9/30/2019,9/30/2019,Family,Family
27771,1/6/2016,4/14/2018,2/22/2017,4/30/2019,2/28/2018,Family,Family
27771,1/6/2016,4/14/2018,4/14/2018,4/30/2019,4/30/2019,Family,Family
27771,1/6/2016,4/14/2018,,4/30/2019,1/31/2017,Family,Family
30726,1/7/2018,,,1/31/2019,1/31/2019,Family,Family
32037,12/7/2018,,,12/31/2019,12/31/2019,Family,Family
32054,12/13/2018,,,12/31/2019,12/31/2019,Enhanced,Enhanced
32355,2/16/2019,,,2/29/2020,2/29/2020,Family,Family
27580,11/30/2015,12/5/2017,,12/31/2018,11/30/2016,Family,Family
27580,11/30/2015,12/5/2017,11/29/2016,12/31/2018,12/31/2017,Family,Family
27580,11/30/2015,12/5/2017,12/5/2017,12/31/2018,12/31/2018,Family,Family
30634,12/26/2017,,,12/31/2018,12/31/2018,Family,Family
28441,7/10/2016,2/21/2019,10/7/2017,2/29/2020,10/31/2018,Family,Family
28441,7/10/2016,2/21/2019,2/21/2019,2/29/2020,2/29/2020,Family,Family
28441,7/10/2016,2/21/2019,,2/29/2020,7/31/2017,Family,Family
24330,12/16/2012,9/4/2018,,9/30/2019,12/31/2013,Family,Family
24330,12/16/2012,9/4/2018,1/11/2014,9/30/2019,1/31/2015,Family,Family
24330,12/16/2012,9/4/2018,4/19/2016,9/30/2019,4/30/2017,Family,Family
24330,12/16/2012,9/4/2018,3/14/2015,9/30/2019,4/30/2016,Family,Family
24330,12/16/2012,9/4/2018,7/1/2017,9/30/2019,8/31/2018,Family,Family
24330,12/16/2012,9/4/2018,9/4/2018,9/30/2019,9/30/2019,Family,Family
32395,2/12/2019,,,2/29/2020,2/29/2020,Family,Family
30314,11/1/2017,11/15/2018,,11/30/2019,11/30/2018,Family,Family
30314,11/1/2017,11/15/2018,11/15/2018,11/30/2019,11/30/2019,Family,Family
26507,12/13/2014,12/3/2018,,12/31/2019,12/31/2015,Elemental,Family
26507,12/13/2014,12/3/2018,12/5/2017,12/31/2019,12/31/2018,Elemental,Elemental
26507,12/13/2014,12/3/2018,12/23/2015,12/31/2019,12/31/2016,Elemental,Family
26507,12/13/2014,12/3/2018,12/7/2016,12/31/2019,12/31/2017,Elemental,Family
26507,12/13/2014,12/3/2018,12/3/2018,12/31/2019,12/31/2019,Elemental,Elemental
31498,7/13/2018,,,8/31/2019,8/31/2019,Family,Family
30430,11/24/2017,,,11/30/2018,11/30/2018,Elemental,Elemental
30192,9/20/2017,10/1/2018,,10/31/2019,9/30/2018,Family,Family
30192,9/20/2017,10/1/2018,10/1/2018,10/31/2019,10/31/2019,Family,Family
32341,2/3/2019,,,2/29/2020,2/29/2020,Family,Family
30506,12/7/2017,,,12/31/2018,12/31/2018,Family,Family
31390,6/12/2018,7/22/2019,,7/31/2020,7/31/2019,Elemental,Enhanced
31390,6/12/2018,7/22/2019,7/22/2019,7/31/2020,7/31/2020,Elemental,Elemental
29822,4/29/2017,6/23/2018,,7/31/2019,4/30/2018,Family,Family
29822,4/29/2017,6/23/2018,6/23/2018,7/31/2019,7/31/2019,Family,Family
31222,4/7/2018,3/29/2019,3/29/2019,4/30/2020,4/30/2020,Family,Family
31222,4/7/2018,3/29/2019,,4/30/2020,4/30/2019,Family,Family
31348,5/20/2018,,,5/31/2019,5/31/2019,Family,Family
01976,3/6/1989,11/23/2018,5/5/2012,11/30/2019,5/31/2013,Enhanced,Family
01976,3/6/1989,11/23/2018,,11/30/2019,3/31/1990,Enhanced,Family
01976,3/6/1989,11/23/2018,3/26/1990,11/30/2019,3/31/1991,Enhanced,Family
01976,3/6/1989,11/23/2018,4/29/1991,11/30/2019,4/30/1992,Enhanced,Family
01976,3/6/1989,11/23/2018,4/15/1992,11/30/2019,4/30/1993,Enhanced,Family
01976,3/6/1989,11/23/2018,5/11/1993,11/30/2019,5/31/1994,Enhanced,Family
01976,3/6/1989,11/23/2018,8/27/1994,11/30/2019,8/31/1995,Enhanced,Family
01976,3/6/1989,11/23/2018,11/23/2018,11/30/2019,11/30/2019,Enhanced,Enhanced
31102,3/23/2018,,,3/31/2019,3/31/2019,Family,Family
31899,11/20/2018,,,12/31/2019,12/31/2019,Family,Family
30693,1/5/2018,,,1/31/2019,1/31/2019,Family,Family
30497,12/10/2017,12/13/2018,,12/31/2019,12/31/2018,Family,Enhanced
30497,12/10/2017,12/13/2018,12/13/2018,12/31/2019,12/31/2019,Family,Family
31755,9/28/2018,,,9/30/2019,9/30/2019,Family,Family
32782,5/9/2019,,,5/31/2020,5/31/2020,Family,Family
26668,1/16/2015,1/12/2018,1/18/2016,1/31/2019,1/31/2017,Family,Family
26668,1/16/2015,1/12/2018,1/12/2018,1/31/2019,1/31/2019,Family,Family
26668,1/16/2015,1/12/2018,,1/31/2019,1/31/2016,Family,Family
26668,1/16/2015,1/12/2018,1/16/2017,1/31/2019,1/31/2018,Family,Family
30472,12/6/2017,,,12/31/2018,12/31/2018,Family,Family
32340,1/26/2019,,,1/31/2020,1/31/2020,Family,Family
28007,3/1/2016,9/30/2018,,9/30/2019,3/31/2017,Family,Family
28007,3/1/2016,9/30/2018,9/1/2017,9/30/2019,9/30/2018,Family,Family
28007,3/1/2016,9/30/2018,9/30/2018,9/30/2019,9/30/2019,Family,Family
28944,12/13/2016,1/18/2018,1/18/2018,1/31/2019,1/31/2019,Elemental,Elemental
28944,12/13/2016,1/18/2018,,1/31/2019,12/31/2017,Elemental,Enhanced
27792,1/12/2016,3/13/2018,,3/31/2019,1/31/2017,Family,Family
27792,1/12/2016,3/13/2018,3/13/2018,3/31/2019,3/31/2019,Family,Family
27792,1/12/2016,3/13/2018,2/2/2017,3/31/2019,2/28/2018,Family,Family
31016,3/7/2018,,,3/31/2019,3/31/2019,Enhanced,Enhanced
31947,12/4/2018,,,12/31/2019,12/31/2019,Family,Family
32937,7/26/2019,,,7/31/2020,7/31/2020,Elemental,Elemental
29484,3/3/2017,4/7/2018,,4/30/2019,3/31/2018,Family,Family
29484,3/3/2017,4/7/2018,4/7/2018,4/30/2019,4/30/2019,Family,Family
32145,12/21/2018,,,12/31/2019,12/31/2019,Family,Family
32911,7/16/2019,,,7/31/2020,7/31/2020,Family,Family
30010,7/13/2017,9/20/2018,9/20/2018,9/30/2019,9/30/2019,Family,Family
30010,7/13/2017,9/20/2018,,9/30/2019,7/31/2018,Family,Family
31591,8/9/2018,,,8/31/2019,8/31/2019,Family,Family
21750,6/8/2010,6/22/2018,,7/31/2019,6/30/2011,Family,Family
21750,6/8/2010,6/22/2018,6/22/2018,7/31/2019,7/31/2019,Family,Family
23667,2/13/2012,12/31/2018,,12/31/2019,2/28/2013,Enhanced,Family
23667,2/13/2012,12/31/2018,1/9/2013,12/31/2019,2/28/2014,Enhanced,Family
23667,2/13/2012,12/31/2018,4/11/2014,12/31/2019,4/30/2015,Enhanced,Family
23667,2/13/2012,12/31/2018,12/31/2018,12/31/2019,12/31/2019,Enhanced,Enhanced
23667,2/13/2012,12/31/2018,4/20/2015,12/31/2019,5/31/2016,Enhanced,Family
23667,2/13/2012,12/31/2018,12/25/2017,12/31/2019,12/31/2018,Enhanced,Family
30537,12/17/2017,,,12/31/2018,12/31/2018,Family,Family
31776,10/7/2018,,,10/31/2019,10/31/2019,Family,Family
26622,1/3/2015,4/15/2019,4/15/2019,4/30/2020,4/30/2020,Family,Family
26622,1/3/2015,4/15/2019,,4/30/2020,1/31/2016,Family,Family
26622,1/3/2015,4/15/2019,2/18/2016,4/30/2020,2/28/2017,Family,Family
31462,7/5/2018,,,8/31/2019,8/31/2019,Elemental,Elemental
32354,2/6/2019,,,2/29/2020,2/29/2020,Enhanced,Enhanced
26595,12/30/2014,12/5/2018,1/13/2016,12/31/2019,1/31/2017,Family,Family
26595,12/30/2014,12/5/2018,12/5/2018,12/31/2019,12/31/2019,Family,Family
26595,12/30/2014,12/5/2018,,12/31/2019,12/31/2015,Family,Family
26595,12/30/2014,12/5/2018,3/2/2017,12/31/2019,3/31/2018,Family,Family
20395,11/20/2008,10/2/2017,12/3/2010,10/31/2018,12/31/2011,Family,Family-Plus
20395,11/20/2008,10/2/2017,11/2/2012,10/31/2018,12/31/2013,Family,Family
20395,11/20/2008,10/2/2017,12/2/2011,10/31/2018,12/31/2012,Family,Family-Plus
20395,11/20/2008,10/2/2017,12/10/2013,10/31/2018,12/31/2014,Family,Family
20395,11/20/2008,10/2/2017,,10/31/2018,11/30/2009,Family,Family
20395,11/20/2008,10/2/2017,10/2/2017,10/31/2018,10/31/2018,Family,Family
20395,11/20/2008,10/2/2017,12/30/2009,10/31/2018,12/31/2010,Family,Family
20395,11/20/2008,10/2/2017,5/31/2014,10/31/2018,12/31/2016,Family,Family
28279,4/28/2016,4/2/2018,,4/30/2019,4/30/2017,Family,Family
28279,4/28/2016,4/2/2018,4/2/2018,4/30/2019,4/30/2019,Family,Family
26040,5/31/2014,5/23/2018,,5/31/2019,5/31/2015,Family,Family
26040,5/31/2014,5/23/2018,6/17/2015,5/31/2019,7/31/2016,Family,Family
26040,5/31/2014,5/23/2018,3/10/2017,5/31/2019,3/31/2018,Family,Family
26040,5/31/2014,5/23/2018,5/23/2018,5/31/2019,5/31/2019,Family,Family
30024,7/18/2017,7/31/2018,,8/31/2019,7/31/2018,Family,Family
30024,7/18/2017,7/31/2018,7/31/2018,8/31/2019,8/31/2019,Family,Family
32379,2/8/2019,,,2/29/2020,2/29/2020,Enhanced,Enhanced
32291,1/17/2019,,,1/31/2020,1/31/2020,Enhanced,Enhanced
32912,7/16/2019,,,7/31/2020,7/31/2020,Family,Family
17753,3/29/2005,3/5/2018,6/30/2011,3/31/2019,7/31/2012,Family,Family
17753,3/29/2005,3/5/2018,7/9/2012,3/31/2019,7/31/2013,Family,Grandparent
17753,3/29/2005,3/5/2018,12/20/2013,3/31/2019,12/31/2014,Family,Family
17753,3/29/2005,3/5/2018,2/4/2015,3/31/2019,3/31/2016,Family,Family
17753,3/29/2005,3/5/2018,3/16/2016,3/31/2019,3/31/2017,Family,Family
17753,3/29/2005,3/5/2018,7/7/2010,3/31/2019,7/31/2011,Family,Family
17753,3/29/2005,3/5/2018,3/7/2017,3/31/2019,3/31/2018,Family,Family
17753,3/29/2005,3/5/2018,3/5/2018,3/31/2019,3/31/2019,Family,Family
17753,3/29/2005,3/5/2018,,3/31/2019,3/31/2006,Family,Family
17753,3/29/2005,3/5/2018,3/11/2006,3/31/2019,4/30/2007,Family,Family
17753,3/29/2005,3/5/2018,3/30/2007,3/31/2019,5/31/2008,Family,Family
17753,3/29/2005,3/5/2018,4/25/2008,3/31/2019,6/30/2009,Family,Family
17753,3/29/2005,3/5/2018,6/3/2009,3/31/2019,7/31/2010,Family,Family
29043,12/23/2016,12/9/2017,12/9/2017,12/31/2018,12/31/2018,Enhanced,Enhanced
29043,12/23/2016,12/9/2017,,12/31/2018,12/31/2017,Enhanced,Family
32316,1/24/2019,,,1/31/2020,1/31/2020,Family,Family
32931,7/25/2019,,,7/31/2020,7/31/2020,Enhanced,Enhanced
31745,9/21/2018,,,9/30/2019,9/30/2019,Family,Family
32732,4/17/2019,,,4/30/2020,4/30/2020,Family,Family
32429,2/18/2019,,,2/29/2020,2/29/2020,Family,Family
31291,4/24/2018,,,4/30/2019,4/30/2019,Enhanced,Enhanced
32358,2/5/2019,,,2/29/2020,2/29/2020,Family,Family
31983,12/5/2018,,,1/31/2020,1/31/2020,Family,Family
32194,12/28/2018,,,1/31/2020,1/31/2020,Family,Family
31216,4/6/2018,,,4/30/2019,4/30/2019,Family,Family
28547,8/16/2016,5/31/2019,,5/31/2020,8/31/2017,Elemental,Family
28547,8/16/2016,5/31/2019,5/31/2019,5/31/2020,5/31/2020,Elemental,Elemental
32181,1/5/2019,,,1/31/2020,1/31/2020,Family,Family
31130,3/27/2018,,,3/31/2019,3/31/2019,Family,Family
24554,2/15/2013,6/20/2019,3/4/2014,6/30/2020,3/31/2015,Enhanced,Family
24554,2/15/2013,6/20/2019,,6/30/2020,2/28/2014,Enhanced,Family
24554,2/15/2013,6/20/2019,8/19/2015,6/30/2020,9/30/2016,Enhanced,Family
24554,2/15/2013,6/20/2019,11/25/2016,6/30/2020,11/30/2017,Enhanced,Family
24554,2/15/2013,6/20/2019,6/20/2019,6/30/2020,6/30/2020,Enhanced,Enhanced
24797,4/3/2013,3/10/2019,5/31/2014,3/31/2020,5/31/2015,Family,Family
24797,4/3/2013,3/10/2019,7/8/2015,3/31/2020,8/31/2016,Family,Family
24797,4/3/2013,3/10/2019,,3/31/2020,4/30/2014,Family,Family
24797,4/3/2013,3/10/2019,3/10/2019,3/31/2020,3/31/2020,Family,Family
27038,4/10/2015,11/10/2018,6/25/2017,11/30/2019,7/31/2018,Enhanced,Family
27038,4/10/2015,11/10/2018,,11/30/2019,4/30/2016,Enhanced,Family
27038,4/10/2015,11/10/2018,5/5/2016,11/30/2019,5/31/2017,Enhanced,Family
27038,4/10/2015,11/10/2018,11/10/2018,11/30/2019,11/30/2019,Enhanced,Enhanced
31900,11/20/2018,,,11/30/2019,11/30/2019,Family,Family
31389,6/12/2018,7/20/2019,,7/31/2020,7/31/2019,Family,Family
31389,6/12/2018,7/20/2019,7/20/2019,7/31/2020,7/31/2020,Family,Family
32779,5/6/2019,,,5/31/2020,5/31/2020,Family,Family
32819,6/2/2019,,,6/30/2020,6/30/2020,Family,Family
32667,4/3/2019,,,4/30/2020,4/30/2020,Family,Family
31446,6/28/2018,,,7/31/2019,7/31/2019,Family,Family
31994,12/12/2018,12/30/2018,12/30/2018,12/31/2020,12/31/2020,Family,Family
31994,12/12/2018,12/30/2018,,12/31/2020,12/31/2019,Family,Family
32620,3/27/2019,,,3/31/2020,3/31/2020,Family,Family
31823,10/26/2018,,,10/31/2019,10/31/2019,Family,Family
29222,1/22/2017,12/28/2018,12/28/2018,12/31/2019,12/31/2019,Family,Family
29222,1/22/2017,12/28/2018,,12/31/2019,1/31/2018,Family,Family
21692,5/14/2010,3/16/2019,5/13/2011,7/31/2020,5/31/2012,Family,Family
21692,5/14/2010,3/16/2019,4/11/2012,7/31/2020,5/31/2013,Family,Family
21692,5/14/2010,3/16/2019,3/27/2013,7/31/2020,5/31/2014,Family,Family
21692,5/14/2010,3/16/2019,3/16/2015,7/31/2020,6/30/2016,Family,Family
21692,5/14/2010,3/16/2019,3/17/2017,7/31/2020,6/30/2018,Family,Family
21692,5/14/2010,3/16/2019,3/23/2016,7/31/2020,6/30/2017,Family,Family
21692,5/14/2010,3/16/2019,,7/31/2020,5/31/2011,Family,Family
21692,5/14/2010,3/16/2019,3/21/2018,7/31/2020,7/31/2019,Family,Family
21692,5/14/2010,3/16/2019,3/16/2019,7/31/2020,7/31/2020,Family,Family
