Preferred State,County,scholar,birthday_party,labs,preschool_prog,homeschool_prog,expiration_date,member_category,membership_year,member_threeplus,unknown_renewal_time,known_time_renewed,total_renewed_times,percent_late
Michigan,Ingham,0,0,0,0,0,5/31/2020,Family,3,1,0,2,2,0.5
Michigan,Clinton,0,0,0,0,0,4/30/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2019,Enhanced,2,0,0,1,1,0
Michigan,Ingham,0,0,1,0,0,6/30/2020,Elemental,3,1,0,2,2,1
Michigan,Shiawassee,0,0,0,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Oakland,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,7/31/2020,Family,3,1,0,2,2,1
Michigan,Jackson,0,0,0,0,0,4/30/2019,Family,2,0,0,1,1,1
Michigan,Isabella,0,0,0,0,0,3/31/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,3/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,1,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,6/30/2020,Enhanced,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,4/30/2019,Elemental,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,4/30/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,5/31/2020,Elemental,3,1,0,2,2,1
Michigan,Ingham,0,0,0,1,0,5/31/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,1,1,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,5/31/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,3/31/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,3/31/2020,Elemental,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,1,0,0,3/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,6/30/2020,Family,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,3/31/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
New Jersey,Middlesex,1,0,0,0,0,3/31/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,3,1,0,2,2,0.5
Michigan,Clinton,0,0,0,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,1,0,2/29/2020,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,6/30/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,5/31/2020,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2020,Elemental,2,0,0,1,1,1
Michigan,Eaton,0,0,1,0,0,3/31/2019,Family,2,0,0,1,1,0
Michigan,Eaton,0,0,1,0,0,4/30/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,1,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,3/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,3/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,1,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Oakland,0,0,0,0,0,3/31/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,7/31/2020,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,3/31/2019,Family,1,0,0,0,0,0
Michigan,Clinton,0,0,0,1,0,10/31/2019,Elemental,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,5/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,1,0,0,0,8/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,5/31/2019,Family,2,0,0,1,1,1
Michigan,Livingston,0,0,0,0,0,3/31/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,6/30/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,1,0,0,0,2/29/2020,Elemental,2,0,0,1,1,1
Michigan,Kent,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,4/30/2020,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,4/30/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,0,1,0,5/31/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,1,1,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,7/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2020,Elemental,3,1,0,2,2,1
Michigan,Clinton,0,0,0,0,0,8/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,7/31/2020,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,1,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Isabella,0,0,0,0,0,7/31/2020,Family,3,1,0,2,2,0.5
Michigan,Ionia,0,1,1,0,0,7/31/2020,Family,3,1,0,2,2,1
Michigan,Clinton,0,0,0,1,0,4/30/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,5/31/2019,Family,7,1,0,6,6,0.666666667
Michigan,Ingham,0,1,1,0,0,2/29/2020,Enhanced,4,1,0,3,3,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2019,Elemental,2,0,0,1,1,1
Michigan,Shiawassee,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Livingston,0,0,0,0,0,5/31/2019,Family,2,0,0,1,1,1
Michigan,Eaton,1,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,4/30/2020,Enhanced,3,1,0,2,2,0
Michigan,Muskegon,1,0,0,0,0,7/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,5/31/2019,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,1,0,0,5/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,4/30/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,6/30/2020,Family,3,1,0,2,2,0.5
Michigan,Clinton,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,3,1,0,2,2,0
Michigan,Kent,0,0,0,0,0,4/30/2019,Enhanced,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2019,Elemental,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,4/30/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,1,1,0,0,4/30/2019,Family,2,0,0,1,1,0
Michigan,Ingham,1,0,0,0,0,4/30/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,1,0,0,4/30/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,1,0,7/31/2019,Enhanced,1,0,0,0,0,0
Michigan,Clinton,0,0,0,0,0,6/30/2020,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,1,0,0,7/31/2020,Elemental,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,1,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2020,Enhanced,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,1,0,6/30/2020,Enhanced,3,1,0,2,2,0.5
Michigan,Ingham,0,1,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Kent,0,0,0,0,0,6/30/2020,Elemental,3,1,0,2,2,0
Michigan,Ingham,0,0,0,1,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,1,1,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Elemental,1,0,0,0,0,0
Michigan,Ingham,0,1,1,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Shiawassee,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Jackson,0,0,0,0,0,7/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,5/31/2020,Elemental,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,7/31/2019,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Shiawassee,0,0,0,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Eaton,1,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,8/31/2019,Elemental,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,10/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Genesee,0,0,0,0,0,10/31/2019,Enhanced,2,0,0,1,1,1
Michigan,Clinton,0,1,0,0,0,6/30/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,1,0,7/31/2019,Enhanced,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,9/30/2019,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Enhanced,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,9/30/2019,Elemental,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,1,1,1,0,7/31/2020,Family,3,1,0,2,2,0
Michigan,Clinton,0,1,1,1,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,1,0,0,6/30/2020,Elemental,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Eaton,1,0,0,0,0,7/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,1,0,0,0,0,7/31/2020,Family,3,1,0,2,2,0.5
Nebraska,Douglas,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,3/31/2020,Elemental,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Jackson,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2020,Family,3,1,0,2,2,0
Michigan,Ingham,1,0,0,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,7/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,1,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Isabella,0,0,0,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,1,0,0,0,0,7/31/2020,Family,2,0,0,1,1,1
Michigan,Genesee,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
0,,0,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Calhoun,1,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Eaton,0,0,0,0,0,8/31/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,1,0,0,0,8/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,8/31/2020,Elemental,3,1,0,2,2,0
Michigan,Ingham,0,1,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,1,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Shiawassee,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,1,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,8/31/2019,Elemental,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,7/31/2020,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Eaton,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,1,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Jackson,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Eaton,1,0,0,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,9/30/2019,Family,2,0,0,1,1,0
0,,1,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Eaton,0,0,0,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,12/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,6/30/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,1,0,9/30/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,8/31/2020,Elemental,3,1,0,2,2,0
Michigan,Ingham,0,1,1,1,0,8/31/2019,Elemental,1,0,0,0,0,0
Michigan,Ingham,0,1,0,0,0,8/31/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,1,0,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,1,0,1,0,8/31/2019,Elemental,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,1,0,0,12/31/2019,Enhanced,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,1,0,0,11/30/2019,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,8/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,11/30/2019,Family,2,0,0,1,1,1
0,,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,10/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,9/30/2019,Enhanced,2,0,0,1,1,0
Michigan,Eaton,0,1,0,0,0,12/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,9/30/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,1,0,0,9/30/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,12/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,9/30/2019,Enhanced,1,0,0,0,0,0
Michigan,Eaton,0,0,0,1,0,11/30/2019,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,1,1,0,10/31/2019,Enhanced,2,0,0,1,1,0
Michigan,Clinton,0,1,0,0,0,12/31/2019,Elemental,2,0,0,1,1,1
Michigan,Saginaw,0,0,0,0,0,10/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,10/31/2019,Family,2,0,0,1,1,1
Michigan,Shiawassee,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,0
Michigan,Ingham,1,0,0,0,0,9/30/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,1,0,9/30/2019,Enhanced,2,0,0,1,1,0
Michigan,Ingham,0,0,0,1,0,9/30/2019,Elemental,2,0,0,1,1,0
Michigan,Clinton,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,0
Michigan,Clinton,0,0,1,0,0,11/30/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Elemental,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Livingston,0,0,0,0,0,10/31/2018,Enhanced,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,1,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Eaton,1,0,0,0,0,5/31/2020,Family,2,0,0,1,1,1
Illinois,DuPage,0,1,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Clinton,1,0,0,0,0,10/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,1,0,10/31/2019,Family,2,0,0,1,1,0
Michigan,Livingston,0,1,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,1,1,0,0,0,8/31/2020,Family,2,0,0,1,1,1
Michigan,Ionia,1,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Vermont,Grand Isle,0,0,0,0,0,10/31/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,1,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Oakland,0,0,0,0,0,8/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,6/30/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,10/31/2018,Enhanced,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Livingston,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Jackson,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Eaton,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Clinton,0,0,1,0,0,10/31/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,1,0,0,0,12/31/2019,Enhanced,2,0,0,1,1,1
Michigan,Monroe,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2019,Elemental,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Clinton,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,11/30/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Clinton,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Mecosta,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Montcalm,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Eaton,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Clinton,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,1,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Montcalm,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Eaton,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Mecosta,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Kent,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Clinton,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
0,,0,0,0,0,0,10/31/2018,Enhanced,1,0,0,0,0,0
Michigan,Ingham,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,1,1,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ionia,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,1,0,10/31/2019,Enhanced,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,11/30/2019,Family,2,0,0,1,1,1
Michigan,Clinton,0,1,0,0,0,10/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2019,Family,2,0,0,1,1,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Macomb,0,1,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Enhanced,1,0,0,0,0,0
Michigan,Ingham,1,0,0,0,0,7/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Enhanced,2,0,0,1,1,1
0,,1,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
0,,0,0,0,0,0,10/31/2018,Family,1,0,0,0,0,0
Michigan,Clinton,0,0,0,0,0,11/30/2019,Enhanced,2,0,0,1,1,1
